home_elo,away_elo,elo_diff,tournament,neutral,is_world_cup,match_result,date,year
1681.0,1512.0,169.0,Friendly,False,False,draw,1994-08-26,1994
1663.0,1588.0,75.0,Friendly,False,False,away_win,1994-08-27,1994
1564.0,1524.0,40.0,Friendly,False,False,home_win,1994-08-30,1994
1253.0,1413.0,-160.0,Friendly,False,False,home_win,1994-09-02,1994
1452.0,1077.0,375.0,African Cup of Nations qualification,False,False,draw,1994-09-03,1994
1300.0,1504.0,-204.0,African Cup of Nations qualification,False,False,home_win,1994-09-03,1994
1324.0,1573.0,-249.0,African Cup of Nations qualification,False,False,home_win,1994-09-04,1994
1681.0,1355.0,326.0,African Cup of Nations qualification,False,False,draw,1994-09-04,1994
1253.0,1887.0,-634.0,UEFA Euro qualification,False,False,away_win,1994-09-04,1994
1438.0,1709.0,-271.0,African Cup of Nations qualification,False,False,draw,1994-09-04,1994
1622.0,1390.0,232.0,African Cup of Nations qualification,False,False,home_win,1994-09-04,1994
1570.0,1797.0,-227.0,UEFA Euro qualification,False,False,home_win,1994-09-04,1994
1264.0,1517.0,-253.0,African Cup of Nations qualification,False,False,home_win,1994-09-04,1994
1501.0,1334.0,167.0,African Cup of Nations qualification,False,False,home_win,1994-09-04,1994
1363.0,1663.0,-300.0,African Cup of Nations qualification,False,False,draw,1994-09-04,1994
1264.0,1517.0,-253.0,Friendly,False,False,draw,1994-09-06,1994
1813.0,1524.0,289.0,Friendly,False,False,home_win,1994-09-06,1994
1399.0,1887.0,-488.0,UEFA Euro qualification,False,False,away_win,1994-09-07,1994
1322.0,1830.0,-508.0,UEFA Euro qualification,False,False,away_win,1994-09-07,1994
1940.0,1601.0,339.0,Friendly,False,False,home_win,1994-09-07,1994
1250.0,1666.0,-416.0,UEFA Euro qualification,False,False,away_win,1994-09-07,1994
1620.0,1786.0,-166.0,UEFA Euro qualification,False,False,away_win,1994-09-07,1994
1723.0,1567.0,156.0,UEFA Euro qualification,False,False,draw,1994-09-07,1994
1564.0,1811.0,-247.0,UEFA Euro qualification,False,False,away_win,1994-09-07,1994
1858.0,1250.0,608.0,UEFA Euro qualification,False,False,home_win,1994-09-07,1994
1664.0,1786.0,-122.0,UEFA Euro qualification,False,False,away_win,1994-09-07,1994
1823.0,1570.0,253.0,UEFA Euro qualification,False,False,home_win,1994-09-07,1994
1881.0,1995.0,-114.0,Friendly,False,False,away_win,1994-09-07,1994
1664.0,1894.0,-230.0,UEFA Euro qualification,False,False,draw,1994-09-07,1994
1781.0,1449.0,332.0,UEFA Euro qualification,False,False,home_win,1994-09-07,1994
1177.0,1956.0,-779.0,UEFA Euro qualification,False,False,away_win,1994-09-07,1994
1063.0,1189.0,-126.0,Friendly,True,False,away_win,1994-09-12,1994
1189.0,1251.0,-62.0,Friendly,True,False,away_win,1994-09-14,1994
1483.0,1251.0,232.0,Friendly,False,False,home_win,1994-09-16,1994
1189.0,1251.0,-62.0,Friendly,True,False,away_win,1994-09-18,1994
1748.0,1524.0,224.0,Friendly,False,False,draw,1994-09-19,1994
1776.0,1713.0,63.0,Friendly,False,False,away_win,1994-09-21,1994
1589.0,1550.0,39.0,Friendly,False,False,draw,1994-09-21,1994
1250.0,1491.0,-241.0,Friendly,False,False,away_win,1994-09-22,1994
1712.0,1491.0,221.0,Friendly,True,False,draw,1994-09-24,1994
1588.0,1622.0,-34.0,Friendly,False,False,home_win,1994-09-25,1994
1589.0,1712.0,-123.0,Friendly,False,False,draw,1994-09-27,1994
1490.0,1644.0,-154.0,Asian Games,True,False,away_win,1994-10-01,1994
1509.0,1477.0,32.0,Asian Games,True,False,draw,1994-10-01,1994
1251.0,1361.0,-110.0,Asian Games,True,False,away_win,1994-10-01,1994
1748.0,914.0,834.0,Asian Games,True,False,home_win,1994-10-01,1994
1250.0,1281.0,-31.0,Asian Games,True,False,home_win,1994-10-01,1994
1491.0,914.0,577.0,Asian Games,True,False,home_win,1994-10-03,1994
1483.0,1173.0,310.0,Asian Games,True,False,draw,1994-10-03,1994
1477.0,1251.0,226.0,Asian Games,True,False,home_win,1994-10-03,1994
