home_elo,away_elo,elo_diff,points_last_5_diff,goal_difference_last_5_diff,knockout_stage
1808.0,1700.0,108.0,0.6000000000000001,1.2000000000000002,1
1968.0,1979.0,-11.0,0.6000000000000001,0.8,1
1849.0,2098.0,-249.0,-0.5999999999999999,-1.0,1
1808.0,2024.0,-216.0,-0.7999999999999998,-0.19999999999999996,1
1979.0,2098.0,-119.0,0.0,1.4000000000000001,1
1808.0,1979.0,-171.0,0.19999999999999996,-0.3999999999999999,1
2024.0,2098.0,-74.0,0.0,-0.19999999999999996,1
2132.0,1806.0,326.0,0.7999999999999998,2.4000000000000004,0
1769.0,1656.0,113.0,0.40000000000000013,1.6,0
2103.0,2003.0,100.0,0.7999999999999998,0.8,0
1913.0,1729.0,184.0,0.40000000000000013,0.6,0
1933.0,1932.0,1.0,0.8,0.8,0
1933.0,1840.0,93.0,0.6000000000000001,1.2,0
1915.0,1734.0,181.0,2.0,3.2,0
1798.0,1770.0,28.0,-1.4,-0.9999999999999999,0
2037.0,1779.0,258.0,0.40000000000000013,1.5999999999999999,0
1901.0,1685.0,216.0,2.0,4.8,0
1847.0,1836.0,11.0,0.8,0.8,0
1733.0,1720.0,13.0,0.0,0.2,0
1697.0,1847.0,-150.0,-0.6000000000000001,0.2,0
2086.0,1931.0,155.0,-0.3999999999999999,-0.6000000000000001,0
2132.0,1769.0,363.0,1.2,1.6,0
1845.0,1687.0,158.0,2.0,3.0,0
1835.0,1583.0,252.0,-0.3999999999999999,0.19999999999999996,0
1656.0,1806.0,-150.0,-0.6000000000000001,-0.2,0
1729.0,2003.0,-274.0,-1.2,-1.6,0
2103.0,1913.0,190.0,0.0,-1.2,0
1933.0,1798.0,135.0,0.19999999999999996,1.0,0
1770.0,1840.0,-70.0,1.4,1.8,0
1915.0,1933.0,-18.0,0.0,-0.39999999999999997,0
1685.0,1836.0,-151.0,-0.6,-1.6,0
1932.0,1734.0,198.0,0.3999999999999999,1.0,0
1847.0,1901.0,-54.0,-0.6000000000000001,-2.8,0
1720.0,1779.0,-59.0,0.0,0.6,0
2037.0,1733.0,304.0,1.2000000000000002,1.2000000000000002,0
2086.0,1697.0,389.0,1.0000000000000002,1.6,0
1835.0,1845.0,-10.0,0.3999999999999999,0.6000000000000001,0
1687.0,1583.0,104.0,-1.5999999999999999,-2.0,0
1847.0,1931.0,-84.0,0.3999999999999999,-0.4,0
1729.0,2103.0,-374.0,-1.6,-0.8,0
2132.0,1656.0,476.0,1.8,3.4,0
1806.0,1769.0,37.0,0.6000000000000001,0.6000000000000001,0
2003.0,1913.0,90.0,0.8,0.40000000000000013,0
1734.0,1933.0,-199.0,0.3999999999999999,-0.2,0
1840.0,1798.0,42.0,-0.19999999999999996,-0.4,0
1932.0,1915.0,17.0,-1.0,-0.6000000000000001,0
1770.0,1933.0,-163.0,-0.20000000000000018,-0.7999999999999999,0
1720.0,2037.0,-317.0,-1.4000000000000001,-1.4,0
1836.0,1901.0,-65.0,-1.6,-4.0,0
1779.0,1733.0,46.0,0.0,-0.6000000000000001,0
1685.0,1847.0,-162.0,-1.6,-1.4,0
1583.0,1845.0,-262.0,0.7999999999999998,0.7999999999999999,0
1687.0,1835.0,-148.0,-2.2,-2.8,0
1931.0,1697.0,234.0,0.8,0.0,0
1847.0,2086.0,-239.0,0.19999999999999996,-1.6,0
2132.0,1913.0,219.0,0.8,1.0,1
1933.0,1915.0,18.0,0.20000000000000018,1.4,1
1734.0,1840.0,-106.0,0.0,0.4,1
2003.0,1769.0,234.0,1.6,1.8,1
2086.0,1583.0,503.0,0.20000000000000018,1.2,1
1901.0,1720.0,181.0,1.2000000000000002,3.0,1
1835.0,1847.0,-12.0,1.0,0.7999999999999999,1
2037.0,1847.0,190.0,0.6000000000000001,0.8,1
2132.0,1933.0,199.0,-0.7999999999999998,-1.2,1
1901.0,2086.0,-185.0,0.0,1.0,1
2037.0,1835.0,202.0,0.0,0.19999999999999996,1
2003.0,1734.0,269.0,1.2,1.4,1
2132.0,2086.0,46.0,-0.3999999999999999,-0.19999999999999996,1
2003.0,2037.0,-34.0,-0.3999999999999999,0.6000000000000001,1
